"goods_nomenclature_item_id";"regexp_replace"
"8527990000";"Other"
"8528100000";"Colour"
"8528120000";"Colour"
"8528120000";"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus"
"8528130000";"Black and white or other monochrome"
"8528200000";"Black and white or other monochrome"
"8528210000";"Colour"
"8528210000";"Video monitors"
"8528220000";"Black and white or other monochrome"
"8528300000";"Video projectors"
"8528410000";"Cathode-ray tube monitors"
"8528410000";"Of a kind solely or principally used in an automatic data-processing system of heading|8471"
"8528420000";"Capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471"
"8528420000";"Cathode-ray tube monitors"
"8528490000";"Other"
"8528510000";"Of a kind solely or principally used in an automatic data-processing system of heading|8471"
"8528510000";"Other monitors"
"8528520000";"Capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471"
"8528520000";"Other monitors"
"8528590000";"Other"
"8528610000";"Of a kind solely or principally used in an automatic data-processing system of heading|8471"
"8528610000";"Projectors"
"8528620000";"Capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471"
"8528620000";"Projectors"
"8528690000";"Other"
"8528710000";"Not designed to incorporate a video display or screen"
"8528710000";"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus"
"8528720000";"Other, colour"
"8528730000";"Other, black and white or other monochrome"
"8528730000";"Other, monochrome"
"8529100000";"Aerials and aerial reflectors of all kinds; parts suitable for use therewith"
"8529900000";"Other"
"8530100000";"Equipment for railways or tramways"
"8530800000";"Other equipment"
"8530900000";"Parts"
"8531100000";"Burglar or fire alarms and similar apparatus"
"8531200000";"Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED)"
"8531200000";"Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED)"
"8531800000";"Other apparatus"
"8531900000";"Parts"
"8532100000";"Fixed capacitors designed for use in 50/60|Hz circuits and having a reactive power handling capacity of not less than 0,5|kvar (power capacitors)"
"8532210000";"Other fixed capacitors"
"8532210000";"Tantalum"
"8532220000";"Aluminium electrolytic"
"8532230000";"Ceramic dielectric, single layer"
"8532240000";"Ceramic dielectric, multilayer"
"8532250000";"Dielectric of paper or plastics"
"8532290000";"Other"
"8532300000";"Variable or adjustable (pre-set) capacitors"
"8532900000";"Parts"
"8533100000";"Fixed carbon resistors, composition or film types"
"8533210000";"For a power handling capacity not exceeding 20|W"
"8533210000";"Other fixed resistors"
"8533290000";"Other"
"8533310000";"For a power handling capacity not exceeding 20|W"
"8533310000";"Wirewound variable resistors, including rheostats and potentiometers"
"8533390000";"Other"
"8533400000";"Other variable resistors, including rheostats and potentiometers"
"8533900000";"Parts"
"8535100000";"Fuses"
"8535210000";"Automatic circuit breakers"
"8535210000";"For a voltage of less than 72,5|kV"
"8535290000";"Other"
"8535300000";"Isolating switches and make-and-break switches"
"8535400000";"Lightning arresters, voltage limiters and surge suppressors"
"8535900000";"Other"
"8536100000";"Fuses"
"8536200000";"Automatic circuit breakers"
"8536300000";"Other apparatus for protecting electrical circuits"
"8536410000";"For a voltage not exceeding 60|V"
"8536410000";"Relays"
"8536490000";"Other"
"8536500000";"Other switches"
"8536610000";"Lamp holders"
"8536610000";"Lamp holders, plugs and sockets"
"8536690000";"Other"
"8536700000";"Connectors for optical fibres, optical fibre bundles or cables"
"8536900000";"Other apparatus"
"8537100000";"For a voltage not exceeding 1|000|V"
"8537200000";"For a voltage exceeding 1|000|V"
"8538100000";"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading|8537, not equipped with their apparatus"
"8538900000";"Other"
"8539100000";"Sealed beam lamp units"
"8539210000";"Other filament lamps, excluding ultraviolet or infra-red lamps"
"8539210000";"Tungsten halogen"
"8539220000";"Other, of a power not exceeding 200|W and for a voltage exceeding 100|V"
"8539290000";"Other"
"8539310000";"Discharge lamps, other than ultraviolet lamps"
"8539310000";"Fluorescent, hot cathode"
"8539320000";"Mercury or sodium vapour lamps; metal halide lamps"
"8539390000";"Other"
"8539400000";"Ultra-violet or infra-red lamps; arc lamps"
"8539410000";"Arc lamps"
"8539410000";"Ultraviolet or infra-red lamps; arc lamps"
"8539490000";"Other"
"8539500000";"Light-emitting diode (LED) lamps"
"8539900000";"Parts"
"8540110000";"Cathode ray television picture tubes, including video monitor cathode ray tubes"
"8540110000";"Colour"
"8540120000";"Black and white or other monochrome"
"8540120000";"Monochrome"
"8540200000";"Television camera tubes; image converters and intensifiers; other photocathode tubes"
"8540300000";"Other cathode-ray tubes"
"8540400000";"Data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0,4|mm"
"8540400000";"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0,4 mm"
"8540400000";"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0,4|mm"
"8540410000";"Magnetrons"
"8540410000";"Microwave tubes (for example, magnetrons, klystrons, travelling wave tubes, carcinotrons), excluding grid-controlled tubes"
"8540420000";"Klystrons"
"8540490000";"Other"
"8540500000";"Data/graphic display tubes, black and white or other monochrome"
"8540600000";"Other cathode ray tubes"
"8540710000";"Magnetrons"
"8540710000";"Microwave tubes (for example, magnetrons, klystrons, travelling-wave tubes, carcinotrons), excluding grid-controlled tubes"
"8540710000";"Microwave tubes (for example, magnetrons, klystrons, travelling wave tubes, carcinotrons), excluding grid-controlled tubes"
"8540720000";"Klystrons"
"8540790000";"Other"
"8540810000";"Other valves and tubes"
"8540810000";"Receiver or amplifier valves and tubes"
"8540890000";"Other"
"8540910000";"Of cathode ray tubes"
"8540910000";"Parts"
"8540990000";"Other"
"8541100000";"Diodes, other than photosensitive or light-emitting diodes"
"8541100000";"Diodes, other than photosensitive or light-emitting diodes (LED)"
"8541210000";"Transistors, other than photosensitive transistors"
"8541210000";"With a dissipation rate of less than 1|W"
"8541290000";"Other"
"8541300000";"Thyristors, diacs and triacs, other than photosensitive devices"
"8541400000";"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes"
"8541400000";"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED)"
"8541500000";"Other semiconductor devices"
"8541600000";"Mounted piezoelectric crystals"
"8541900000";"Parts"
"8542100000";"Cards incorporating an electronic integrated circuit (""smart"" cards)"
"8542110000";"Digital"
"8542110000";"Monolithic integrated circuits"
"8542120000";"Cards incorporating an electronic integrated circuit (""smart"" cards)"
"8542120000";"Monolithic digital integrated circuits"
"8542130000";"Metal oxide semiconductors (MOS technology)"
"8542140000";"Circuits obtained by bipolar technology"
"8542190000";"Other"
"8542190000";"Other, including circuits obtained by a combination of bipolar and MOS technologies (BIMOS technolgy)"
"8542200000";"Hybrid integrated circuits"
"8542210000";"Digital"
"8542210000";"Monolithic integrated circuits"
"8542290000";"Other"
"8542300000";"Other monolithic integrated circuits"
"8542310000";"Electronic integrated circuits"
"8542310000";"Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits"
"8542320000";"Memories"
"8542330000";"Amplifiers"
"8542390000";"Other"
"8542400000";"Hybrid integrated circuits"
"8542500000";"Electronic microassemblies"
"8542600000";"Hybrid integrated circuits"
"8542700000";"Electronic microassemblies"
"8542800000";"Other"
"8542900000";"Parts"
"8543100000";"Particle accelerators"
"8543110000";"Ion implanters for doping semiconductor materials"
"8543110000";"Particle accelerators"
"8543190000";"Other"
"8543200000";"Signal generators"
"8543300000";"Machines and apparatus for electroplating, electrolysis or electrophoresis"
"8543400000";"Electric fence energisers"
"8543700000";"Other machines and apparatus"
"8543800000";"Other machines and apparatus"
"8543810000";"Other machines and apparatus"
"8543810000";"Proximity cards and tags"
"8543890000";"Other"
"8543900000";"Parts"
"8544110000";"Of copper"
"8544110000";"Winding wire"
"8544190000";"Other"
"8544200000";"Coaxial cable and other coaxial electric conductors"
"8544300000";"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
"8544410000";"Fitted with connectors"
"8544410000";"Other electric conductors, for a voltage not exceeding|80|volts"
"8544420000";"Fitted with connectors"
"8544420000";"Other electric conductors, for a voltage not exceeding 1|000|V"
"8544490000";"Other"
"8544510000";"Fitted with connectors"
"8544510000";"Other electric conductors, for a voltage exceeding|80|volts but not exceeding|1|000|volts"
"8544590000";"Other"
"8544600000";"Other electric conductors, for a voltage exceeding 1|000|V"
"8544700000";"Optical fibre cables"
"8545110000";"Electrodes"
"8545110000";"Of a kind used for furnaces"
"8545190000";"Other"
"8545200000";"Brushes"
"8545900000";"Other"
"8546100000";"Of glass"
"8546200000";"Of ceramics"
"8546900000";"Other"
"8547100000";"Insulating fittings of ceramics"
"8547200000";"Insulating fittings of plastics"
"8547900000";"Other"
"8548100000";"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators"
"8548900000";"Other"
"8601100000";"Powered from an external source of electricity"
"8601200000";"Powered by electric accumulators"
"8602100000";"Diesel-electric locomotives"
"8602900000";"Other"
"8603100000";"Powered from an external source of electricity"
"8603900000";"Other"
"8606100000";"Tank wagons and the like"
"8606200000";"Insulated or refrigerated vans and wagons, other than those of subheading|8606|10"
"8606300000";"Self-discharging vans and wagons, other than those of subheading|8606|10"
"8606910000";"Covered and closed"
"8606910000";"Other"
"8606920000";"Open, with non-removable sides of a height exceeding 60|cm"
"8606990000";"Other"
"8607110000";"Bogies, bissel-bogies, axles and wheels, and parts thereof"
